pseudocode,state,district,block,school loc,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
4839496,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Erudukotta,Irudhukottai,KELAMANGALAM,2,3,1,8,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,2,206,1,0,0,0,0,1,7
3176704,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kattiganapalli (Ct),Kattigaanapalli,KRISHNAGIRI,7,3,6,10,1,635001,2,2,3,0,2,16,19,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
6024236,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Nagamangalam,Nagamangalam,KELAMANGALAM,2,3,1,8,1,635113,2,2,3,0,2,16,0,0,0,2,2,1,1,2,206,1,8,7,0,0,1,0
4778251,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Mottur,Nedungal,KAVERIPATTINAM,5,3,6,12,1,635112,2,2,3,0,2,19,16,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
3736181,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Mahadevagollahalli,Mahadevagollahalli,BARGUR,2,3,1,8,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,1,0,0,0,0
9550540,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Kodipalli,Kodipalli,VEPPANAPALLI,2,3,1,8,1,635115,2,2,3,0,2,19,16,0,0,2,2,1,1,1,210,1,2,2,0,0,0,0
4540866,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Manchukondapalli,Manjugondapalli,THALLY,2,3,1,8,1,635102,2,2,3,0,2,16,0,0,0,2,2,2,2,2,210,1,0,0,0,0,3,5
6033035,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Arasakuppam,Arasakuppam,THALLY,2,3,1,8,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,1,206,1,0,0,0,0,2,4
6889095,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Noganoor,Noganur,THALLY,2,3,1,8,1,635107,2,2,3,0,2,16,0,0,0,2,2,1,2,1,210,1,0,0,0,0,4,1
8478256,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.25,,,,7,2,6,10,1,635109,2,2,3,0,2,16,19,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
4670216,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Bathimadugu,Bathimadugu,VEPPANAPALLI,2,3,1,8,1,635121,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,0,1,2
3550543,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Bannihalli,Bannihalli,KAVERIPATTINAM,7,3,6,10,1,635106,2,2,3,0,2,16,0,0,0,2,0,1,9,0,200,1,0,0,0,0,0,0
9478378,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kothigutalapalli,Mekalachinnampalli,KRISHNAGIRI,5,3,6,12,1,635120,2,2,3,0,2,16,0,0,0,2,2,1,9,0,203,1,0,0,0,0,0,0
4849288,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Kumbalam,Kumbalam,SHOOLAGIRI,2,3,1,8,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
9213950,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Kondappanayakempalli,Kondappanayanapalli,BARGUR,2,3,1,8,1,635108,2,2,3,0,2,16,19,0,0,2,2,1,1,1,206,1,1,1,0,0,0,0
2666911,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Belathur,Belathur,HOSUR,7,3,6,10,1,635124,2,2,3,0,2,19,16,0,0,2,0,1,9,0,197,1,0,0,0,0,0,0
7111627,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Chennapalli,Chennapalli,SHOOLAGIRI,2,3,1,8,1,635117,2,2,3,0,2,19,0,0,0,2,2,1,2,2,220,1,0,0,2,0,0,0
8097963,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Marachandiram,Marasandiram,VEPPANAPALLI,5,3,6,12,1,635115,2,2,3,0,2,16,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
8251801,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Anchetty,Anchetti,THALLY,1,3,1,5,5,635102,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,21,14,1,0,0,0
9616656,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Pachapanatti,Bommathathanur,KELAMANGALAM,2,3,1,8,1,635113,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,0,0,5,2
6216646,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Varatanapalli,Varattanapalli,BARGUR,1,3,1,5,5,635120,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,4,6,0,0,0,0
1374901,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Uddanapalli,Uddanapalli,SHOOLAGIRI,1,3,1,5,1,635119,2,2,3,0,2,19,16,0,0,2,2,1,2,2,210,1,0,0,0,0,9,8
4487156,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Shoolagiri,Shoolagiri,SHOOLAGIRI,6,3,1,10,5,635117,2,2,3,0,1,19,0,0,0,3,0,1,1,2,197,1,34,26,1,0,0,0
8658127,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Errahalli,Errahalli,KAVERIPATTINAM,1,3,1,5,5,635112,2,2,3,0,2,19,0,0,0,2,2,1,1,2,199,1,11,5,3,0,0,0
8776676,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Palepalle,Palepalli,BARGUR,1,3,1,5,1,635120,2,2,3,0,2,16,0,0,0,2,2,1,2,1,194,1,1,0,0,0,0,0
9059451,TAMIL NADU,KRISHNAGIRI,BARGUR,2,Bargur,Bargur (TP) - Ward No.9,,,,2,3,1,8,5,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,0,0,0,0
1300073,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Mallapadi,Mallapadi,BARGUR,5,3,6,12,4,635104,2,2,3,0,1,16,19,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
9982711,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Pavakkal,Pavakkal,UTHANGARAI,5,3,6,12,1,635307,2,2,3,0,2,16,0,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
6617309,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.43,,,,5,3,6,12,1,635110,2,2,3,0,2,19,16,0,0,2,2,1,9,0,210,1,0,0,0,0,0,0
6911283,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Urigam,Urigam,THALLY,5,3,6,12,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,9,0,220,1,0,0,0,0,0,0
7600157,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Kadappasandampatti,Kullampatti,BARGUR,7,3,6,10,1,635203,2,2,3,0,2,16,0,0,0,2,0,1,9,0,198,1,0,0,0,0,0,0
7069824,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Kattagaram,Kattagaram,BARGUR,5,1,6,12,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,9,0,220,1,0,0,0,0,0,0
8742397,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Madagondapalli,Madhagondapalli,THALLY,1,3,1,5,5,635114,2,2,3,0,2,19,0,0,0,2,2,1,1,2,220,1,9,11,1,0,0,0
5305364,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,2,Krishnagiri,Krishnagiri (M) - Ward No.12,,,,5,1,6,12,1,635001,2,2,3,0,2,19,16,18,0,2,2,1,9,0,204,1,0,0,0,0,0,0
5978702,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Kundarapalli,Samanthamalai,VEPPANAPALLI,5,3,6,12,1,635115,2,2,3,0,2,16,19,0,0,2,2,1,9,0,207,1,0,0,0,0,0,0
8024821,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.8,,,,3,3,1,12,5,635109,2,2,3,0,2,19,0,0,0,2,2,1,1,2,0,1,84,97,15,14,0,0
5340357,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Boganapalli,Peththanapalli,KRISHNAGIRI,1,3,1,5,5,635001,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,12,13,29,27,0,0
5606417,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.34,,,,3,3,1,12,5,635109,2,2,3,0,2,19,0,0,0,2,2,1,1,2,0,1,32,25,9,14,0,0
5068483,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.15,,,,3,3,1,12,5,635126,2,2,3,0,1,19,0,0,0,2,2,1,1,2,206,1,159,132,15,21,0,0
7555208,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,2,Kaveripattinam,Kaveripattinam (TP) - Ward No.4,,,,1,3,1,5,5,635112,2,2,3,0,2,19,0,0,0,2,2,1,1,2,185,1,7,3,0,0,0,0
8243728,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.6,,,,3,3,1,12,5,635109,2,2,3,0,2,19,0,0,0,2,2,1,1,2,226,1,1,2,0,0,0,1
8507593,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Oddapatti,Naralapalli,MATHUR,3,3,1,12,5,635203,2,2,3,0,2,19,0,0,0,2,2,1,1,2,250,1,113,85,9,7,0,0
9544172,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Bagalur,Bagaloor,HOSUR,3,3,1,12,5,635105,2,2,3,0,1,19,0,0,0,1,1,1,1,2,214,1,69,67,3,2,0,0
9294852,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Rayakotta,Rayakottai,KELAMANGALAM,5,2,6,12,1,635116,2,2,3,0,2,19,16,0,0,2,2,1,9,0,10,1,0,0,0,0,0,0
8185659,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Berigai,B.S.Thimmasandiram,SHOOLAGIRI,5,3,6,12,1,635105,2,2,3,0,2,19,16,0,0,2,2,1,9,0,179,1,0,0,0,0,0,0
3254180,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Noganoor,Noganur,THALLY,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,1,220,1,0,0,0,0,5,3
3549117,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Natrapalayam,Natrampalayam,THALLY,1,3,1,5,4,635102,2,2,3,0,1,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
6288736,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Moranapalli,Perandapalli,SHOOLAGIRI,6,3,1,10,5,635109,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,72,66,13,12,0,0
4813080,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Thatrahalli,Thatrahalli,KAVERIPATTINAM,1,3,1,5,1,635123,2,2,3,0,2,19,0,0,0,2,2,1,2,2,203,1,0,0,1,0,1,1
7625466,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Ayaranapalli,Ayaranapalli,SHOOLAGIRI,1,3,1,5,1,635119,2,2,3,0,2,19,0,0,0,2,2,1,2,2,194,1,0,0,0,1,1,0
9138856,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Marachandiram,Marasandiram,VEPPANAPALLI,1,3,1,5,1,635115,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,2,3
3083903,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Bannihalli,Bannihalli,KAVERIPATTINAM,1,3,1,5,1,635106,2,2,3,0,2,19,0,0,0,2,2,1,2,1,200,1,0,0,2,2,5,5
2442433,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Nallur,Nallur,HOSUR,3,3,1,12,5,635103,2,2,3,0,2,19,0,0,0,1,1,1,1,2,212,1,18,20,7,1,0,0
1781933,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Upparapatti,Upparapatti,Uthangarai,1,3,1,5,5,635207,2,2,3,0,2,19,0,0,0,0,0,1,1,2,230,1,3,7,0,1,0,0
5177104,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Errahalli,Errahalli,KAVERIPATTINAM,1,3,1,5,5,635112,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,11,5,0,1,0,0
7471605,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Agasipalli,Agasipalli,KRISHNAGIRI,3,3,1,12,5,635001,2,2,3,0,1,19,0,0,0,2,2,1,1,2,220,1,17,10,3,11,0,0
6466963,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Shoolagiri,Shoolagiri,SHOOLAGIRI,6,3,1,10,5,635117,2,2,3,0,2,19,0,0,0,2,2,1,1,2,214,1,33,21,7,5,0,0
9753234,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Berigai,B.S.Thimmasandiram,SHOOLAGIRI,3,3,1,12,5,635105,2,2,3,0,2,19,0,0,0,2,2,1,1,2,215,1,28,28,5,2,0,0
5269196,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Agasipalli,Agasipalli,KRISHNAGIRI,3,3,1,12,5,635001,2,2,2,3,2,19,0,0,0,1,1,1,1,2,210,1,24,25,8,8,0,0
7485498,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,2,Denkanikottai,Denkanikottai (TP) - Ward No.6,,,,1,3,1,5,5,635107,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,5,5,2,0,0,0
2855043,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Binnamangalam,Binnamangalam,THALLY,1,3,1,5,5,635118,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,8,5,3,1,0,0
5450232,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,2,Nagojanahalli,Nagojanahalli (TP) - Ward No.11,,,,1,3,1,5,5,635204,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,20,11,0,0,0,0
2083912,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,2,Kaveripattinam,Kaveripattinam (TP) - Ward No.6,,,,1,3,1,5,5,635112,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,2,3,0,1,0,0
1484270,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Kothagondapalli,Kothagondapalli,HOSUR,1,3,1,5,5,635109,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,8,6,4,1,2,1
8915244,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Appinaickenpatti,Gengapirampatti,UTHANGARAI,1,3,1,5,5,635207,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,2,5,0,0,0,0
6748404,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Arasakuppam,Arasakuppam,THALLY,7,3,6,10,5,635107,2,2,3,0,1,16,0,0,0,2,0,1,9,2,210,1,0,0,0,0,0,0
4005230,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Doripalli,Doripalli,SHOOLAGIRI,7,3,6,10,1,635130,2,2,3,0,2,16,19,0,0,2,2,1,9,0,197,1,0,0,0,0,0,0
8326816,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,2,Krishnagiri,Krishnagiri (M) - Ward No.31,,,,1,3,1,5,5,635001,2,2,3,0,1,19,0,0,0,2,2,1,1,2,210,1,43,30,12,5,0,0
2549767,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Errahalli,Errahalli,KAVERIPATTINAM,1,3,1,5,5,635112,2,2,3,0,2,19,0,0,0,2,2,1,1,2,0,1,13,18,1,3,0,0
4989971,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Nallur,Nallur,HOSUR,6,3,1,10,5,635109,2,2,3,0,2,19,0,0,0,2,0,1,1,2,220,1,11,9,2,4,3,0
6067518,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Kadappasandampatti,Kullampatti,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,19,0,0,0,2,2,1,2,2,194,1,0,0,1,0,4,6
6415789,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Ullatti,Ullatti,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,1,1,0,0,0,0
8057464,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Basthalapalli,Pasthalapalli,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,0,0,0,0
3917338,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Vadamalampatti,Puliyampatti,BARGUR,1,3,1,5,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,2,1,206,1,0,0,0,2,1,4
4823005,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Kottaiyur,Kottaiyur,THALLY,1,3,1,5,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,1,194,1,0,0,1,0,2,2
4633293,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Karadihalli,Karadihalli,KAVERIPATTINAM,1,3,1,5,1,635111,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,0,0,0
2355141,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Gollapalli,Beemandapalli,VEPPANAPALLI,1,3,1,5,1,635115,2,2,3,0,2,16,0,0,0,2,2,1,2,1,204,1,0,0,0,1,0,0
9369329,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Achettipalli,Achettipalli,HOSUR,1,3,1,5,1,635110,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,1
3469754,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Moondrampatti,Moondrampatti,UTHANGARAI,1,3,1,5,1,635307,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,1,0,4,7
1376776,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Nachikuppam,Nachikuppam,VEPPANAPALLI,1,3,1,5,5,635121,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,8,11,0,0,0,0
2638502,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Vellalapatti,Mettuthangal,Uthangarai,1,3,1,5,1,635304,2,2,3,0,2,16,0,0,0,2,2,1,2,1,210,1,0,0,1,0,0,0
8185410,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Padadasampatti,Veerachikuppam,MATHUR,1,3,1,5,1,635306,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,1,0,0
9083060,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Udedurgam,Udedurgam,KELAMANGALAM,1,3,1,5,1,635113,2,2,3,0,2,19,0,0,0,2,2,1,1,1,204,1,5,2,0,0,0,0
9262842,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Agaram,Ittikal Agaram,KRISHNAGIRI,1,3,1,5,1,635122,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,1,0,0,0
4514047,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Appinayakkankottai,Chennasandiram,Veppanapalli,1,3,1,5,1,635121,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,1,0,2,4
9247258,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Venkatapuram (Ct),Venkatapuram,Krishnagiri,1,3,1,5,1,635002,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,1,2,2
7840056,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Thimijapalli,Thimjepalli,KELAMANGALAM,1,3,1,5,1,635113,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,0,1,4
6493828,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kammaampalli,Mallinaayanapalli,KRISHNAGIRI,1,3,1,5,1,635120,2,2,3,0,2,19,0,0,0,2,2,1,2,2,205,1,0,0,0,0,0,0
6905745,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Peddathanapalli,Periyakottapalli,KRISHNAGIRI,1,3,1,5,1,635002,2,2,3,0,2,19,0,0,0,2,2,1,2,1,210,1,0,2,1,0,12,4
8165569,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Rathnagiri,Rathinagiri,KELAMANGALAM,1,3,1,5,1,635107,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,0,1,2
4320874,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Balekuli,Erumampatti,KAVERIPATTINAM,1,3,1,5,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,1,0,0,1
4022033,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Naralapalli,Naaralapalli,Krishnagiri,1,3,1,5,1,635120,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,3,3,0,0,0,0
2717079,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Panamarathupatti,Kallavi,UTHANGARAI,1,3,1,5,1,636902,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
4122698,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Barur,Barur,KAVERIPATTINAM,1,3,1,5,5,635201,2,2,3,0,2,19,0,0,0,2,2,1,1,2,192,1,11,9,1,0,0,0
5881505,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Paiyur,Paiyur,KAVERIPATTINAM,2,3,1,8,5,635112,2,2,3,0,2,19,0,0,0,2,2,1,1,2,200,1,18,10,2,5,0,0
4037220,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Sonarahalli,Goundanur,MATHUR,7,3,6,10,1,635203,2,2,3,0,2,16,0,0,0,2,0,1,9,0,210,1,0,0,0,0,0,0
9243252,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Bellarapalli,Pachiganapalli,KRISHNAGIRI,1,3,1,5,1,635122,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,1,0,0,0
5500422,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Madakkal,Madakkal,THALLY,1,3,1,5,1,635118,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,0,5,3
6041001,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Puligunta,Thogarapalli,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
1678634,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Vengadathanpatti,Vengadathampatti,UTHANGARAI,3,3,1,12,5,635207,2,2,2,3,2,19,0,0,0,1,1,1,1,2,210,1,54,32,10,6,0,0
2543877,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.1,,,,6,3,1,10,5,635126,2,2,3,0,2,19,0,0,0,2,0,1,1,2,206,1,24,27,7,9,0,0
2243733,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Venkatesapuram,Venkatesapuram,SHOOLAGIRI,1,3,1,5,1,635105,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,1,0,0
6384567,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Thiyagarsanapalli,Thiyagarasanapalli,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,19,16,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
6062664,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Ettipallitalav,Neralagiri,VEPPANAPALLI,1,3,1,5,1,635121,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,2
6490154,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Madepalli,Madepalli,BARGUR,2,3,1,8,4,635108,2,2,3,0,1,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
9827906,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Thandagoundarahalli,Chikkapoovathi,KRISHNAGIRI,1,3,1,5,1,635122,2,2,3,0,2,16,0,0,0,2,2,1,2,1,210,1,0,0,1,4,3,5
4792348,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.39,,,,3,3,1,12,5,635110,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,6,12,1,4,0,0
6452308,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.16,,,,2,3,1,8,1,635126,2,2,3,0,2,19,16,0,0,2,2,1,1,1,200,1,0,1,0,1,4,6
5816790,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Battamugulalam,Bettamugalalam,KELAMANGALAM,1,3,1,5,1,635107,2,2,3,0,2,16,0,0,0,2,2,1,2,2,206,1,0,0,0,0,2,2
7616025,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Kundumaranapalli,Kundhumaranapalli,KELAMANGALAM,1,3,1,5,1,635113,2,2,3,0,2,19,0,0,0,2,2,1,2,2,194,1,0,0,0,0,0,0
8212075,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Muthuganapalli,Muduganapalli,HOSUR,1,3,1,5,1,635110,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
4973178,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Natrapalayam,Natrampalayam,THALLY,1,3,1,5,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,0,4,6
8122207,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Karumandapathi,Karumandapathi,Uthangarai,1,3,1,5,1,635207,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,1,1,2,0
6278323,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Madepalli,Madepalli,BARGUR,1,3,1,5,1,635108,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,0,1,1
3514103,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Serandapalli,Sarandapalli,THALLY,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,2,196,1,0,0,0,0,0,0
2000121,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Periamuthu,Periyamuthur,KRISHNAGIRI,3,3,1,12,5,635101,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,33,24,5,5,0,0
