pseudocode,state,district,block,school loc,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
7741810,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Gundalapatti,Gundalapatti,KAVERIPATTINAM,1,3,1,5,1,635101,2,2,3,0,2,16,0,0,0,2,2,1,2,1,204,1,0,0,1,1,2,0
1446280,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kallukurikki,Kallukurukki,KRISHNAGIRI,2,3,1,8,5,635002,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,10,4,2,1,0,0
7209148,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Achubalu,Achubalu,THALLY,1,3,1,5,1,635118,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,1,2,0,0,0,0
1758805,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Vengadathanpatti,Vengadathampatti,UTHANGARAI,3,3,1,12,5,635207,2,2,3,0,2,19,0,0,0,2,2,1,1,2,232,1,113,117,21,13,0,0
8635537,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Ulagam,Banganahalli,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,4,3
8509743,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Battamugulalam,Bettamugalalam,KELAMANGALAM,1,3,1,5,1,636806,2,2,3,0,2,16,0,0,0,2,2,1,2,1,196,1,5,9,0,0,0,0
9447917,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Karukkanahalli,Karukkanahalli,KELAMANGALAM,1,3,1,5,1,635116,2,2,3,0,2,19,0,0,0,2,2,1,2,1,204,1,0,0,2,0,0,0
5329306,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Doripalli,Doripalli,SHOOLAGIRI,1,3,1,5,1,635109,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,1,0,0,0,4,6
5059885,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Karukkanahalli,Karukkanahalli,KELAMANGALAM,1,3,1,5,1,635109,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
7402325,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Venkatesapuram,Venkatesapuram,SHOOLAGIRI,1,3,1,5,1,635130,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,1,10,7
4578777,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Manavarnapalli,Manavarnapalli,VEPPANAPALLI,1,3,1,5,1,635121,2,2,3,0,2,19,0,0,0,2,2,1,2,1,210,1,0,0,1,0,0,0
2583271,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Gundalapatti,Gundalapatti,KAVERIPATTINAM,1,3,1,5,1,635101,2,2,3,0,2,19,16,0,0,2,2,1,2,1,194,1,1,0,0,0,0,1
4744402,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Kattiganapalli (Ct),Kattigaanapalli,KRISHNAGIRI,3,3,1,12,5,635001,2,2,3,0,2,19,0,0,0,2,2,1,1,2,220,1,18,12,1,2,0,0
3469769,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Egoor,Eggoor,UTHANGARAI,1,3,1,5,1,635307,2,2,3,0,2,16,0,0,0,2,2,1,2,1,210,1,0,0,0,0,1,1
5239648,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Madakkal,Madakkal,THALLY,1,3,1,5,1,635118,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,0,0,1,1
3978705,TAMIL NADU,KRISHNAGIRI,HOSUR,2,Hosur,Hosur (M) - Ward No.14,,,,6,3,1,10,5,635126,2,2,3,0,1,19,0,0,0,1,0,1,1,2,225,1,84,84,8,7,0,0
4620661,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Periamuthu,Periyamuthur,KRISHNAGIRI,1,3,1,5,1,635101,2,2,3,0,2,16,19,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
7366254,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Kalugundapalli,Kalugondapalli,THALLY,1,3,1,5,1,635110,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,3,3
2912833,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Saragapalli,Saragapalli,THALLY,1,3,1,5,1,635114,2,2,3,0,2,19,0,0,0,2,2,1,2,1,206,1,0,0,0,0,2,2
6776363,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Jagirkarupalli,Jagirkarupalli,KELAMANGALAM,1,3,1,5,1,635113,2,2,3,0,2,19,0,0,0,2,2,1,2,1,204,1,0,0,0,0,4,2
3881214,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Marachandiram,Marasandiram,VEPPANAPALLI,1,3,1,5,1,635115,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,1,0,0,0
9832170,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Melumalai,Melumalai,SHOOLAGIRI,1,3,1,5,1,635115,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,3,7
8412161,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Vaduganur,Kunnathur,MATHUR,1,3,1,5,1,635306,2,2,3,0,2,16,0,0,0,2,2,1,2,2,189,1,0,0,0,0,4,0
3403542,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Attur,Baduthepalli,HOSUR,1,3,1,5,1,635105,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,2
8888084,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Orappam,Orappam,BARGUR,3,3,1,12,5,635108,2,2,3,0,1,19,0,0,0,2,2,1,1,2,216,1,37,41,7,5,0,0
2494696,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Bommepalli,Bommepalli,MATHUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,1,200,1,0,3,1,1,0,0
3161746,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Samanapalli,Samanapalli,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,16,19,0,0,2,2,1,2,2,204,1,0,0,2,0,0,0
1980303,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Anchetty,Anchetti,THALLY,1,3,1,5,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,2,3
8826458,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Jakkeri,Jekkeri,KELAMANGALAM,1,3,1,5,1,635113,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
5736339,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Kelavarapalli,Kelavarapalli,HOSUR,1,3,1,5,1,635109,2,2,3,0,2,19,0,0,0,2,2,1,2,1,204,1,0,0,0,0,3,1
4621672,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Pudur,Pudur Pungani,Uthangarai,1,3,1,5,1,635207,2,2,3,0,2,16,0,0,0,2,2,1,2,1,210,1,0,0,2,0,2,3
4436580,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Mallapadi,Mallapadi,BARGUR,1,3,1,5,90,635104,1,2,3,0,1,16,0,0,0,2,2,1,2,2,0,2,0,0,0,0,0,0
3280945,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Balekuli,Erumampatti,KAVERIPATTINAM,1,3,1,5,1,635204,2,2,3,0,2,19,0,0,0,2,2,1,2,2,194,1,0,0,1,2,0,0
1015180,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Nandimangalam,Nandhimangalam,HOSUR,1,3,1,5,1,635105,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,2,1
2577004,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Balekuli,Baleguli,Kaveripattinam,1,3,1,5,1,635204,2,2,2,10,2,16,0,0,0,2,2,1,2,1,200,1,0,0,0,1,1,2
4462181,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Ullatti,Ullatti,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,7,4
5183687,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Sokkapuram,Nerigam,SHOOLAGIRI,1,3,1,5,1,635105,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,1,0,1,5
5441203,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Marachandiram,Marasandiram,VEPPANAPALLI,1,3,1,5,1,635121,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,0,13,10
6702441,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Oppathavadi,Oppathavadi,BARGUR,1,3,1,5,1,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,2,207,1,0,0,0,0,0,0
5556636,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Basthalapalli,Pasthalapalli,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,0,0,2,6
7508040,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Bannihalli,Bannihalli,KAVERIPATTINAM,1,3,1,5,1,635106,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,3,1,0,0
2827011,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Muthanhalli,Doddathimmanahalli,KELAMANGALAM,1,3,1,5,1,635113,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,1,0,0
5910649,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Madagondapalli,Madhagondapalli,THALLY,1,3,1,5,1,635114,2,2,3,0,2,5,0,0,0,2,2,1,2,2,207,1,0,0,0,0,0,0
1324882,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Singasadanapalli,Belathur,HOSUR,1,3,1,5,1,635124,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,1,3
6064838,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Bannihalli,Bannihalli,KAVERIPATTINAM,1,3,1,5,1,635112,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,0,0,0,0
9848134,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Mallapadi,Mallapadi,BARGUR,3,3,1,12,5,635108,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,28,20,2,1,0,0
9251150,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Upparapatti,Upparapatti,UTHANGARAI,1,3,1,5,1,635207,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
5858155,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Kallavi R.F.,Kallavi,UTHANGARAI,1,3,1,5,1,635304,2,2,3,0,2,16,0,0,0,2,2,1,2,2,200,1,0,0,0,1,0,0
6814881,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Jagadab,Jagadab,KAVERIPATTINAM,1,3,1,5,5,635112,2,2,1,3,2,19,0,0,0,2,2,1,1,2,210,1,34,19,1,1,0,0
3903810,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Thorapalli Agraharam,Thorapalliagraharam,HOSUR,1,3,1,5,1,635109,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,1,0,1,0,0,0
1676820,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Thogarapalli R.F.,Thogarapalli,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,4,2
7718085,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Sokkadi,Sokkaadi,KRISHNAGIRI,1,3,1,5,1,635101,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,2,0,1
1605680,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Koladasapuram,Koladasapuram,HOSUR,1,3,1,5,1,635105,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,4,3
5785093,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Kundarapalli,Samanthamalai,VEPPANAPALLI,1,3,1,5,1,635115,2,2,3,0,2,19,0,0,0,2,2,1,2,1,210,1,0,0,0,2,0,2
5839895,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Moondrampatti,Moondrampatti,UTHANGARAI,1,3,1,5,1,635307,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,1,0,0,0
3050701,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Salamarathupatti,Salamarathupattii,MATHUR,1,3,1,5,1,635304,2,2,3,0,2,16,0,0,0,2,2,1,2,1,200,1,0,0,0,1,0,0
8175778,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Jowlagiri,Jawalagiri,THALLY,1,3,1,5,1,635118,2,2,3,0,2,19,0,0,0,2,2,1,2,1,194,1,0,0,0,0,6,10
4608327,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Settipalli,Settipalli,THALLY,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,1,204,1,0,0,0,0,0,4
4875646,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Sigaralapalli,Sigaralapalli,BARGUR,1,3,1,5,1,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,2,207,1,0,0,3,2,0,0
3325636,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Katteri,Kalvehalli,Kaveripattinam,1,3,1,5,1,635101,2,2,3,0,2,16,0,0,0,2,2,1,2,1,200,1,0,0,0,1,2,2
3309821,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Marachandiram,Marasandiram,VEPPANAPALLI,2,3,1,8,1,635121,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,1,0
5928186,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Rathnagiri,Rathinagiri,KELAMANGALAM,1,3,1,5,1,635107,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,0,1,0,0
6868268,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Modikuppam,Anchoor,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,1,0,0,0
1810182,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Vengadathanpatti,Vengadathampatti,UTHANGARAI,1,3,1,5,1,635306,2,2,3,0,2,16,0,0,0,2,2,1,2,1,221,1,0,0,0,0,0,0
6640997,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Enusonai,Thiyagarasanapalli,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,5,6
1208342,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Sigaralapalli,Sigaralapalli,BARGUR,3,3,1,12,5,635104,2,2,3,0,2,19,0,0,0,2,2,1,1,2,200,1,46,34,1,1,0,0
3632448,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Ramandoddi,Kumbalam,SHOOLAGIRI,1,3,1,5,1,635115,2,2,3,0,2,16,0,0,0,2,2,1,2,2,202,1,0,0,0,1,6,7
2972840,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Mittahalli,Mittahalli,KAVERIPATTINAM,1,3,1,5,1,635112,2,2,3,0,2,16,0,0,0,2,2,1,2,1,204,1,0,0,0,0,0,3
4928672,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Hanumantheertham,Katteri,UTHANGARAI,1,3,1,5,1,636902,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,1,5,3
9587994,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Noganoor,Noganur,THALLY,1,3,1,5,1,635118,2,2,3,0,2,16,0,0,0,2,2,1,2,2,201,1,0,0,0,0,3,5
4116434,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Doddamanchi,Doddamanchi,THALLY,1,3,1,5,1,635102,2,2,3,0,2,16,0,0,0,2,2,1,1,1,207,1,10,8,0,0,6,0
3155756,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Karukkanahalli,Karukkanahalli,KELAMANGALAM,1,3,1,5,1,635119,2,2,3,0,2,19,0,0,0,2,2,1,2,1,204,1,0,0,0,0,13,5
3956050,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Belethottam,Balethottam,BARGUR,1,3,1,5,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,1,4
3516715,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Majethgollahalli,Majeethgollahalli,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,1,1,0,0
6097206,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Marichettihalli,Marichettihalli,KAVERIPATTINAM,1,3,1,5,1,635112,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,1,4
6159940,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Marudanapalli,Marudhanapalli,THALLY,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,2,207,1,0,0,0,0,0,0
6118341,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Santhanapalli,Sandhanapalli,KELAMANGALAM,1,3,1,5,1,635107,2,2,3,0,2,19,16,0,0,2,2,1,2,2,204,1,0,0,0,0,1,8
2411203,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Andevanapalli,Andevanapalli,THALLY,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,2,194,1,0,0,0,0,4,4
8673480,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Thorapalli Agraharam,Thorapalliagraharam,HOSUR,1,3,1,5,1,635109,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
3086098,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Maruthanapalli,Maruthandapalli,SHOOLAGIRI,1,3,1,5,1,635117,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,1,0,0
6225343,TAMIL NADU,KRISHNAGIRI,VEPPANAPALLI,1,,,Veppanapalli,Veppanapalli,VEPPANAPALLI,1,3,1,5,1,635121,2,2,3,0,2,19,16,0,0,2,2,1,2,2,194,1,0,0,0,0,6,11
8830819,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Sigaralapalli,Sigaralapalli,BARGUR,1,3,1,5,1,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,1,204,1,0,0,0,1,0,0
2558344,TAMIL NADU,KRISHNAGIRI,BARGUR,2,Bargur,Bargur (TP) - Ward No.12,,,,1,3,1,5,1,635104,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,1,0,3,6
9036362,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Varatanapalli,Varattanapalli,BARGUR,1,3,1,5,1,635120,2,2,3,0,2,19,16,0,0,2,2,1,2,2,206,1,0,0,0,3,6,5
6212245,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,2,Denkanikottai,Denkanikottai (TP) - Ward No.13,,,,1,3,1,5,5,635107,2,2,3,0,2,19,0,0,0,2,2,1,1,2,188,1,9,3,3,4,2,2
4557686,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Mukkampatti,Oddapatti,MATHUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
3702237,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Vanamangalam,Kattinayakandoddi,SHOOLAGIRI,1,3,1,5,1,635105,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
3398815,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Samalpatti,Samalpatti,MATHUR,1,3,1,5,1,635306,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,1,0,0,8,3
8054882,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Chendrapalli,Anchoor,BARGUR,1,3,1,5,5,635203,2,2,3,0,2,19,0,0,0,2,2,1,1,2,208,1,15,23,0,0,0,0
3735725,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Kottapatti,Kottapatti,KAVERIPATTINAM,1,3,1,5,1,635201,2,2,3,0,2,16,0,0,0,2,2,1,2,1,194,1,0,0,0,0,1,0
5620984,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Daravendram,Dharavendiram,THALLY,1,3,1,5,1,635118,2,2,3,0,2,19,0,0,0,2,2,1,2,2,208,1,0,0,0,0,0,3
2873999,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Thalli,Thally,THALLY,1,3,1,5,5,635118,2,2,3,0,2,19,0,0,0,2,2,1,1,2,220,1,8,10,1,0,0,0
3258820,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Belethottam,Balethottam,BARGUR,1,3,1,5,1,635206,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,1,1,0,10,4
5399441,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Rengampatti,Valipatti,MATHUR,1,3,1,5,1,635306,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,0,2,0,0
9140157,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Kattagaram,Kattagaram,BARGUR,1,3,1,5,1,635206,2,2,3,0,2,16,0,0,0,2,2,1,2,1,194,1,0,0,0,1,0,0
7708229,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Paiyur,Paiyur,KAVERIPATTINAM,1,3,1,5,1,635111,2,2,3,0,2,16,0,0,0,2,2,1,2,2,207,1,0,0,0,1,2,4
3065032,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,2,Krishnagiri,Krishnagiri (M) - Ward No.26,,,,1,3,1,5,5,635001,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,17,18,1,0,0,0
4543313,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Kottapatti,Kottapatti,KAVERIPATTINAM,1,3,1,5,1,635201,2,2,3,0,2,16,0,0,0,2,2,1,2,2,220,1,0,0,1,1,2,2
3922830,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Anekollu,Anekollu,KELAMANGALAM,1,3,1,5,1,635113,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,1,1,0,0
8389254,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Damodarhalli,Dhamodarahalli,KAVERIPATTINAM,1,3,1,5,1,635123,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,2,1,0,0
4090445,TAMIL NADU,KRISHNAGIRI,HOSUR,1,,,Chennasandiram,Chennasandiram,HOSUR,3,3,1,12,5,635109,2,2,3,0,2,19,0,0,0,2,2,1,1,2,210,1,21,19,4,6,0,0
5917527,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Ulimaranapalli,Gumlapuram,THALLY,2,3,1,8,5,635114,2,2,3,0,2,19,0,0,0,2,2,1,1,2,202,1,15,14,0,1,0,0
3413074,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Govindapuram,Govindapuram,UTHANGARAI,6,3,1,10,5,635307,2,2,3,0,1,19,0,0,0,2,0,1,1,2,210,1,11,6,0,1,0,0
8356628,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,2,Kaveripattinam,Kaveripattinam (TP) - Ward No.10,,,,1,3,1,5,1,635112,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,4,2,3,7
4808005,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Thavarakarai,Thavarakarai,KELAMANGALAM,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,0
8580419,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Alur,Alur,SHOOLAGIRI,1,3,1,5,1,635109,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,2,5
8315019,TAMIL NADU,KRISHNAGIRI,SHOOLAGIRI,1,,,Midithepalli,Athimugam,SHOOLAGIRI,1,3,1,5,1,635105,2,2,3,0,2,19,0,0,0,2,2,1,2,2,200,1,0,0,0,0,2,6
5438060,TAMIL NADU,KRISHNAGIRI,KAVERIPATINAM,1,,,Mittahalli,Mittahalli,KAVERIPATTINAM,1,3,1,5,1,635112,2,2,3,0,2,16,0,0,0,2,2,1,2,2,194,1,0,0,1,1,1,0
6574637,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Pillari Agraharam,Pillariagraharam,KELAMANGALAM,1,3,1,5,1,635116,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,5,5
5627688,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Gumlapuram,Gumlapuram,THALLY,1,3,1,5,1,635118,2,2,3,0,2,19,0,0,0,2,2,1,2,2,204,1,0,0,0,0,0,1
1428615,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Sathanur,Sathanur,THALLY,1,3,1,5,1,635110,2,2,3,0,2,19,0,0,0,2,2,1,2,2,200,1,0,0,0,0,2,1
6013172,TAMIL NADU,KRISHNAGIRI,THALLY,1,,,Achubalu,Achubalu,THALLY,1,3,1,5,1,635118,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,0,0,10,4
8691392,TAMIL NADU,KRISHNAGIRI,UTHANGARAI,1,,,Naiperampatti,Marampatty,UTHANGARAI,2,3,1,8,1,635207,2,2,3,0,2,16,0,0,0,2,2,1,2,2,210,1,0,0,1,2,0,1
5055265,TAMIL NADU,KRISHNAGIRI,MATHUR,1,,,Mukkampatti,Oddapatti,MATHUR,1,3,1,5,1,635206,2,2,3,0,2,19,0,0,0,2,2,1,2,2,210,1,0,0,0,0,0,0
2108674,TAMIL NADU,KRISHNAGIRI,KELAMANGALAM,1,,,Santhanapalli,Sandhanapalli,KELAMANGALAM,1,3,1,5,1,635107,2,2,3,0,2,19,0,0,0,2,2,1,2,2,207,1,2,1,0,0,5,0
8496989,TAMIL NADU,KRISHNAGIRI,BARGUR,1,,,Kondappanayakempalli,Kondappanayanapalli,BARGUR,1,3,1,5,1,635203,2,2,3,0,2,16,0,0,0,2,2,1,2,2,193,1,0,0,1,2,0,0
2816424,TAMIL NADU,KRISHNAGIRI,KRISHNAGIRI,1,,,Peddatalapalli,Peththathaalapalli,KRISHNAGIRI,1,3,1,5,1,635002,2,2,3,0,2,16,0,0,0,2,2,1,2,2,204,1,0,0,0,0,1,2
