pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
9232139,3,1,1,2,2,0,2,0,0,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,0,1,2,3
4339167,3,8,3,1,9,0,7,0,0,2,2,2,2,2,0,0,0,0,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,3,14,0,10,1,0,2,2,1,2,2
4558017,3,7,6,1,7,2,7,0,0,1,2,2,5,5,1,1,1,0,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,6,0,0,1,0,1,1,2,1,2,2
9463693,3,15,4,1,12,1,7,0,0,1,12,12,7,7,0,0,1,1,8,9,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,5,7,4,0,21,0,0,4,5,1,1,2
9504712,3,12,5,1,14,9,17,0,0,1,5,5,5,5,2,2,0,0,12,20,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,2,1,1,1,3,1,4,4,4,1,1,1,4,0,27,0,0,1,0,3,3,1,1,2
5487910,3,10,2,1,5,0,4,1,0,2,0,0,1,1,2,2,1,1,0,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,3,0,0,0,1,0,1,1,2,2
9978287,3,4,1,7,5,0,1,2,0,2,1,0,2,0,0,0,0,0,1,3,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,2,1,2
5257955,2,8,1,1,5,2,0,0,1,2,1,1,1,1,0,0,0,0,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
2994464,3,8,4,1,8,1,6,0,0,1,2,2,2,2,0,0,1,1,21,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,10,0,0,0,0,1,1,1,2,2
1180617,2,2,2,1,12,3,12,0,0,1,3,3,2,2,2,2,2,2,9,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,2,3,150,0,1,0,1,1,1,2,2
2863647,2,3,3,1,13,5,12,0,0,1,5,5,4,4,2,2,3,3,10,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,1,8,0,0,0,1,2,0,1,2,3
9972310,3,13,8,1,18,3,13,2,0,2,5,5,8,8,1,1,0,0,8,7,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,4,1,4,4,4,4,4,4,1,1,1,9,0,20,0,1,1,1,1,1,1,1,2
2679566,3,6,2,1,5,0,6,0,0,2,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,7,5,0,0,0,1,1,1,1,2,2
6592321,2,2,2,2,5,4,5,0,0,1,2,2,0,0,0,0,0,0,0,0,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,1,1,0,1,1,1,1,2
3394759,3,3,1,8,7,7,4,1,2,1,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
8255590,3,5,1,2,5,1,2,1,0,2,1,1,2,2,0,0,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,3,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
5978702,3,15,3,7,14,3,8,0,0,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,2,4,4,4,4,1,1,1,10,0,15,0,1,1,0,2,2,1,1,2
4497831,3,4,1,1,2,0,1,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,1,0,1,1,2,2
4121930,1,1,4,1,66,7,66,0,0,1,42,38,29,27,17,12,13,9,76,54,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,4,0,100,0,15,2,30,10,8,1,1,1
3229743,3,11,6,7,14,3,9,5,0,1,3,3,4,4,0,0,0,0,3,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,2,2,2,2,4,4,4,4,4,1,1,1,11,0,21,0,21,2,2,2,1,1,2,2
4900350,2,2,2,1,14,5,12,0,0,1,4,4,4,4,0,0,0,0,8,8,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,10,0,0,0,4,2,2,1,2,3
5500412,1,1,1,1,13,4,13,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,15,0,0,0,0,0,0,1,2,1
9101266,2,6,6,1,7,2,7,0,0,1,1,1,2,2,0,0,0,0,3,4,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,2,4,0,0,1,1,1,1,1,2,2
7319298,3,7,2,7,8,1,11,0,0,2,2,2,5,5,0,0,0,0,4,4,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,2,0,25,0,0,1,0,1,2,1,2,2
9311640,3,12,3,1,40,2,26,0,0,1,0,0,16,16,0,0,1,1,0,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,4,4,4,4,4,4,4,4,4,1,1,6,1,32,0,0,2,1,3,2,1,2,2
1328782,4,12,2,1,5,2,5,0,0,1,1,1,1,1,0,0,1,1,5,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,3,0,0,0,1,0,1,1,2,2
9676707,1,1,1,1,12,26,14,0,0,1,5,5,5,5,1,1,1,1,10,15,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,40,17,17,1230,14,2,0,7,0,1,1,2
8431387,3,3,1,1,5,1,2,0,0,2,1,1,1,1,1,1,0,0,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,1,1,0,1,1,2,2
1374901,3,8,3,1,9,0,7,0,0,2,3,3,4,4,0,0,0,0,6,9,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,4,0,0,0,1,1,1,1,2,2
9204734,3,1,1,1,2,0,1,1,0,2,1,1,2,2,0,0,0,0,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,3,1,0,1,0,1,0,1,1,2,2
7991141,3,10,3,7,5,0,5,0,0,2,1,1,1,1,1,0,0,0,6,6,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,1,0,1,2,2
5706576,3,1,1,5,5,7,5,0,0,1,4,4,6,6,1,0,1,0,6,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,2,10,0,1,1,0,1,1,1,1,2
6216646,2,3,4,1,6,2,6,0,0,1,2,2,2,2,3,3,3,3,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,10,1,0,0,1,1,1,2,2
9764102,3,4,1,7,5,1,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,1,0,1,1,2,2
9304762,3,5,2,1,4,2,4,0,0,2,0,0,0,0,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,1,0,0,1,2,2
5365169,3,3,1,5,2,0,0,0,2,2,1,1,1,1,0,0,0,0,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,1,2
4382109,3,3,3,2,5,4,4,0,0,2,2,2,2,2,0,0,0,0,4,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,3,3,0,1,0,1,0,1,1,2,2
2288532,3,5,4,1,5,0,4,0,0,2,0,0,5,5,0,0,1,1,0,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,3,0,1,0,1,0,1,1,2,2
1667297,3,8,4,1,7,1,4,2,1,1,4,4,4,4,0,0,1,1,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,6,4,0,0,1,1,0,1,1,2,2
3073247,3,4,1,2,5,0,0,2,0,2,1,1,1,1,0,0,0,0,3,3,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,0,1,1,2
2487917,3,26,26,2,62,6,60,2,0,1,2,2,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,2,1,1,1,1,4,4,4,1,1,1,21,0,30,0,2,1,2,3,2,1,1,2
9278181,3,5,1,2,5,1,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,2,2,2
6412650,1,1,3,1,26,6,21,0,0,1,24,24,36,36,1,1,1,1,12,13,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,2,0,0,0,2,2,2,1,2,2
7478071,3,6,3,5,5,3,2,0,3,1,1,1,1,1,0,0,0,0,3,5,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,10,1,0,1,1,1,2,2
1003440,3,6,2,7,5,1,2,1,0,2,4,4,3,3,0,0,0,0,3,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,1,0,1,0,0,1,2,2
5343967,2,3,3,1,30,6,30,0,0,1,25,25,25,25,10,10,10,10,50,50,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,9,2,0,15,0,15,2,3,3,5,1,2,3
5573455,3,2,1,7,5,0,2,0,0,2,0,0,1,1,0,0,1,1,0,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,1,1,0,1,1,2,2
2474930,3,7,2,7,5,0,3,0,0,2,2,2,2,2,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,3,0,3,0,1,0,1,1,2,2
3672667,3,10,5,5,13,6,10,0,0,1,2,2,4,4,1,1,1,1,3,5,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,17,1,0,1,1,1,1,3
7644750,3,3,3,1,7,1,4,3,0,2,1,1,2,2,1,1,1,0,12,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,6,3,13,0,10,1,0,1,2,1,2,2
6952609,3,3,1,1,5,0,2,0,0,2,1,1,0,0,1,1,0,0,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,1,1,0,1,1,2,2
4849288,3,6,2,1,5,0,5,0,0,2,1,1,2,2,0,0,0,0,3,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,1,13,0,0,1,0,2,1,1,2,2
9774588,1,1,1,1,54,22,54,0,0,1,27,25,22,20,11,8,10,8,50,60,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,9,1,0,118,0,0,0,41,2,5,1,2,2
3463147,3,4,2,1,8,0,2,2,0,2,2,2,2,2,0,0,0,0,9,4,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,5,1,0,0,1,1,1,1,1,2,2
4628421,1,1,1,1,49,15,45,0,0,1,10,10,12,11,1,1,1,1,15,15,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,9,2,1,1,1,1,1,1,4,4,4,4,4,1,2,9,1,4,24,0,8,1,6,8,0,1,1,2
7466035,3,3,1,7,5,2,0,2,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,0,1,0,0,1,1,2
9854780,3,4,2,1,5,1,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,1,1,0,1,1,2,2
2647175,3,1,2,1,5,0,3,1,0,2,1,1,1,1,0,0,0,0,2,3,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,1,2,0,0,0,1,0,0,1,2,2
6321699,3,11,5,1,21,4,15,0,0,1,6,6,8,8,1,1,0,0,16,23,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,4,0,11,0,0,1,0,2,2,1,2,2
5119165,3,2,2,1,4,0,3,0,0,2,2,2,2,2,0,0,0,0,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,0,1,0,1,1,2,3
9393357,3,6,1,5,5,1,2,0,0,2,1,1,1,1,0,0,0,0,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,1,1,1,1,1,1,2,2
8574132,3,9,9,7,9,0,9,0,0,2,0,0,0,0,3,3,3,3,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
4584505,3,3,1,1,5,3,2,0,0,2,2,2,1,1,0,0,0,0,3,3,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,2,1,2
9241012,3,3,1,7,5,0,2,0,0,2,3,3,3,3,0,0,0,0,4,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,2,0,0,0,1,0,0,1,2,3
5462325,3,3,2,1,5,1,2,2,0,2,1,1,0,0,0,0,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,2,0,0,0,1,0,0,1,2,2
4157694,2,1,1,1,17,7,17,0,0,1,6,6,6,6,1,1,1,1,15,6,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,0,0,11,857,0,1,0,1,2,1,1,2
2064243,3,6,3,1,6,0,6,0,0,2,1,1,2,2,1,1,1,1,6,6,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,4,13,0,0,0,0,2,2,1,1,2
9501234,3,5,2,7,5,0,3,0,0,2,1,1,1,1,0,0,1,1,0,0,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,0,1,2,2
4354241,3,1,1,5,5,6,5,0,0,1,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,1,0,1,1,1,1,2
1985859,3,6,1,1,5,2,2,2,0,1,2,2,1,1,0,0,1,1,0,0,1,1,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,1,0,1,1,2,2
4990262,3,7,4,7,5,5,4,0,0,2,1,1,2,2,1,1,0,0,5,15,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,1,1,0,1,0,1,1,1,1,2,2
9859735,1,1,1,7,7,3,7,0,0,1,5,5,4,4,1,1,1,1,10,10,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,10,0,0,0,1,1,1,1,2,2
8621352,3,1,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,2
7822447,3,3,1,1,2,2,2,0,0,2,1,1,1,1,0,0,0,0,3,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,1,1,0,1,2,2
4999325,3,3,2,1,5,0,3,0,0,2,1,1,1,1,0,0,0,0,3,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,1,1,2,2
8024100,3,8,4,7,7,3,8,0,0,1,1,1,1,1,1,1,1,1,10,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,4,1,0,0,0,1,0,0,1,1,2
3927081,2,2,12,1,15,6,12,0,0,1,8,8,11,11,0,0,0,0,10,10,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,1,29,0,2,1,5,1,2,1,1,1
6250154,2,1,1,1,5,7,5,0,0,1,2,2,1,1,1,1,1,1,4,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,0,1,0,1,2,3
9959714,3,4,2,7,5,0,1,1,0,2,3,0,3,0,1,1,0,0,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,1,1,0,0,1,1,3
3512964,3,9,4,5,7,1,5,1,0,1,3,3,4,4,0,0,0,0,6,16,1,2,2,1,2,2,1,2,2,1,2,2,1,3,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,6,4,3,0,10,1,0,1,2,1,2,2
9725639,3,10,3,2,8,1,6,0,0,1,2,2,4,4,0,0,2,2,4,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,4,10,0,0,1,0,1,2,1,1,2
6497925,3,6,2,2,5,1,4,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,0,1,0,0,1,1,2
5651500,2,3,3,1,28,36,26,0,0,1,25,25,30,30,2,2,2,2,40,40,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,9,0,0,20,0,3,1,2,5,1,1,2,2
8453962,3,9,4,1,10,2,8,0,0,1,3,3,5,5,1,1,1,1,6,12,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,15,1,10,0,0,0,0,2,2,1,2,2
8677756,3,3,1,7,5,0,1,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
9397924,3,6,4,7,8,0,4,3,0,2,0,0,1,1,0,0,1,1,0,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
1281958,3,15,4,7,12,1,5,0,1,2,2,2,4,4,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,0,2,0,0,0,1,0,1,1,2,2
2259231,1,6,8,1,5,5,186,0,0,1,131,131,134,134,4,4,2,2,211,86,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,4,0,150,1500,6,3,99,99,16,1,2,1
9707450,3,4,1,7,2,1,2,0,0,1,1,1,1,1,0,0,0,0,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,2,0,0,0,1,2,2,2
6002295,3,15,8,2,30,7,17,2,0,1,6,3,21,17,1,1,1,1,25,4,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,2,2,2,4,4,4,4,4,4,2,1,2,3,0,5,0,1,0,0,2,2,1,2,2
1245995,3,3,3,2,8,0,6,0,1,2,2,0,2,0,0,0,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,3,17,0,10,1,0,2,1,1,2,2
5843336,2,1,1,1,59,16,90,0,0,1,20,20,50,50,8,8,8,8,40,0,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,3,40,48,0,30,1,30,30,3,1,1,2
5488112,3,3,2,5,4,1,2,0,0,2,1,1,1,0,0,0,0,0,3,0,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,1,1,2,2
8343411,3,4,3,1,8,1,5,3,0,2,6,6,6,6,2,1,2,1,6,6,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,5,1,0,0,1,0,1,2,1,2,2
