pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
2027310,3,7,4,1,4,0,4,0,0,2,0,0,1,1,1,1,1,1,0,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,0,1,0,1,1,1,2
4067771,3,3,1,1,6,0,4,0,0,2,2,2,3,3,0,0,1,0,4,6,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,3,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,2,11,0,0,0,0,1,1,1,1,2
6780893,3,4,3,7,7,0,3,2,0,2,3,3,3,3,1,1,1,1,9,9,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,5,4,10,0,0,1,0,2,2,1,2,2
1245303,2,1,1,1,35,8,35,0,0,1,12,11,11,10,1,1,1,1,45,40,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,1,1,1,9,5,2,20,565,5,1,9,8,2,1,1,2
3479034,3,13,5,1,5,6,5,3,3,1,4,4,4,4,1,1,1,1,4,4,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,10,0,0,1,0,2,1,1,1,2
7374441,2,1,1,1,13,5,13,0,0,1,7,7,6,6,2,1,2,1,14,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,1,9,0,0,21,0,0,0,1,1,1,1,2,3
8619567,3,2,1,1,4,1,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,2,2,0,0,0,1,0,0,1,2,2
4056989,2,2,2,1,37,10,37,0,0,1,16,15,14,13,6,5,5,3,15,39,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,3,3,3,1,1,9,3,0,27,860,1,1,2,1,2,1,1,2
7204665,3,5,2,1,3,0,2,0,0,2,1,1,2,2,0,0,0,0,5,5,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,2
5555828,3,2,2,7,6,8,6,0,0,1,1,1,1,1,1,1,2,0,5,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,5,0,10,0,0,1,0,1,1,1,2,2
4280332,2,4,4,1,11,5,11,0,0,1,3,3,2,2,4,4,4,4,3,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,2,0,0,3,0,3,1,1,2,2
4045533,3,14,7,1,7,1,7,0,0,2,2,2,4,4,1,1,0,0,5,5,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,4,12,0,0,1,0,2,1,1,2,3
9641156,2,3,3,1,58,12,47,0,0,1,22,22,26,26,1,1,1,1,12,10,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,2,2,2,4,4,1,1,9,2,1,20,52,1,0,1,1,2,1,1,2
9609140,3,7,3,1,7,5,7,0,0,1,2,2,2,2,0,0,0,0,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,4,3,4,0,1,1,2,0,1,1,1,2
7028745,3,7,4,7,7,2,6,0,0,1,2,2,2,2,1,1,0,0,6,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,5,3,14,0,0,1,1,2,1,1,2,2
1137629,3,1,2,5,5,0,2,0,0,2,1,1,1,1,0,0,0,0,0,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,2,2,2
2366615,1,2,2,1,5,1,5,0,0,1,3,3,2,2,2,2,2,2,3,4,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,2
6312402,1,3,3,1,24,6,24,0,0,1,7,7,6,6,2,1,2,1,7,6,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,12,0,2,1,2,1,2,1,1,2
1229737,3,5,1,1,5,0,2,0,0,2,1,1,1,1,0,0,1,1,6,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,2,4,1,0,0,0,1,0,1,1,1,2
6253278,3,5,1,5,5,0,1,1,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,1,1,0,1,1,2,2
3363057,3,1,1,5,5,2,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,1,1,1,0,1,1,2,2
4607541,3,4,2,1,5,0,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,2,2,0,0,0,1,0,0,1,2,2
9104664,3,11,1,1,5,0,0,2,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,1,2
5844115,1,0,4,6,0,10,18,0,0,1,6,6,6,6,0,0,0,0,6,0,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,50,6,2,2,4,2,1,2,3
8184821,1,1,1,1,15,11,15,0,0,1,5,5,3,3,1,1,1,1,5,9,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,2
6372092,3,10,3,7,8,1,3,2,0,1,2,2,1,1,1,1,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,3,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,7,2,10,0,0,0,0,1,2,1,2,2
5644735,1,5,5,1,60,8,54,0,0,1,42,42,33,33,0,0,0,0,80,90,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,0,2,60,0,2,3,3,2,10,1,1,3
9158867,3,2,2,1,5,0,2,0,2,2,1,1,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,2,2,2
2663348,3,2,0,1,5,2,2,0,0,2,1,0,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
1809547,2,3,2,7,5,2,3,0,0,1,1,1,1,1,0,0,0,0,4,4,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,2,2
9988185,3,12,11,1,10,2,12,0,0,1,5,5,5,5,0,0,0,0,15,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,6,20,0,1,0,0,4,3,1,2,2
2288378,1,3,3,1,67,7,67,0,0,1,22,20,18,17,9,6,9,6,40,51,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,2,9,5,0,16,1400,0,1,0,1,0,1,1,2
3267553,3,9,3,2,8,2,3,3,0,1,3,3,4,4,0,0,0,0,8,15,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,3,10,0,0,0,0,1,2,1,2,2
4493053,3,6,3,2,6,2,5,0,0,1,2,1,2,1,0,0,0,0,6,6,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,3,2,10,0,0,1,0,1,2,1,2,2
9115400,3,4,3,1,7,2,6,0,0,1,3,3,3,3,0,0,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,3,2,0,0,1,1,0,1,1,2,2
3723849,3,9,9,7,8,6,8,0,0,2,2,2,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,1,0,1,1,1,1,2
1906312,3,7,4,1,5,4,5,0,0,2,2,2,2,2,0,0,0,0,4,7,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,1,2
6895640,3,7,3,7,10,5,10,0,0,1,0,0,4,4,0,0,1,1,0,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,1,10,0,10,1,1,1,1,1,1,2
4434127,1,2,2,1,8,7,16,0,0,1,2,2,2,2,2,2,2,2,4,6,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,0,0,1,0,3,1,2,2
5448440,3,3,2,7,5,0,4,0,0,2,1,0,6,6,1,1,0,0,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,1,1,2,2
9662622,3,7,1,7,5,2,3,0,0,1,1,0,1,1,0,0,0,0,4,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
2262477,3,4,1,7,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,1,1,2,3
9347612,3,5,3,1,5,0,6,2,0,2,6,6,6,6,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,2,0,1,0,1,1,1,1,1,2
1902274,3,3,0,1,4,2,2,2,0,2,1,1,1,1,0,0,0,0,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
1411998,3,4,1,1,10,4,5,0,0,1,7,7,7,7,1,1,1,1,5,5,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,10,0,10,1,0,1,1,1,2,2
2656279,3,5,1,1,5,0,2,0,0,2,1,1,1,1,1,1,0,0,3,4,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,3,1,0,0,1,1,0,0,1,2,2
8682934,1,2,2,1,13,3,13,0,0,1,7,7,5,5,2,1,2,1,7,15,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,1,5,1,1,1,0,1,1,2,2
5059710,3,3,1,1,5,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,0,1,0,0,1,2,3
5383544,3,8,7,7,11,0,11,0,0,2,3,3,3,3,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,5,11,0,0,0,0,2,1,1,2,2
6556102,3,4,4,1,4,5,4,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,2,2,0,2,2,1,2,2,1,1,2
8535756,3,3,1,2,5,1,1,0,1,1,1,1,1,1,0,0,1,1,0,3,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,2,2,2
8645754,3,5,1,1,5,0,1,1,0,2,0,0,1,1,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,2,0,0,0,0,0,0,0,2,2,2
4359493,3,3,2,5,5,0,8,0,0,2,2,2,4,4,1,0,1,0,4,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,3,2,0,0,0,1,0,2,1,2,2
4756572,3,8,2,1,6,1,0,0,7,2,2,2,2,2,0,0,0,0,4,6,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,2,13,0,0,0,0,1,1,1,2,2
4910145,3,4,4,5,5,5,5,0,2,1,2,2,4,4,1,1,1,1,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,10,0,10,1,0,1,1,1,1,2
2965282,3,4,1,1,3,0,2,0,0,2,1,1,1,1,0,0,1,1,0,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,0,0,0,2,2,2
3692816,3,12,6,1,9,4,5,0,1,1,0,0,1,1,1,1,0,0,0,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,10,0,0,1,0,1,1,1,2,2
4607487,3,3,3,2,5,4,1,0,4,2,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,1,1,0,1,1,2,3
6668494,3,5,1,1,5,8,5,0,0,1,2,2,1,1,1,0,1,0,5,0,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,10,0,0,1,0,1,1,1,1,2
7355285,1,1,1,1,84,12,75,0,0,1,100,100,75,75,0,0,0,0,175,125,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,1,1,2,4,4,1,1,9,1,5,118,0,4,0,6,4,5,1,2,3
7527015,3,5,1,1,5,3,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,1,0,1,0,0,1,2,2
3984848,1,1,1,1,11,1,11,0,0,1,12,12,12,12,0,0,0,0,12,12,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,1,7,0,1,0,1,1,1,1,2,1
5516459,3,17,15,7,38,7,8,7,12,2,2,2,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,3,1,1,0,0,20,0,15,1,0,1,1,1,1,2
4738034,1,1,1,1,0,1,5,0,0,1,6,6,6,6,0,0,0,0,0,0,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,0,3,0,2,0,1,1,1,1,2,3
8807983,3,5,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,5,5,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,1,1,2,0,1,0,1,0,1,1,1,2
7752450,3,12,7,4,18,6,11,7,0,1,2,2,2,2,0,0,0,0,8,8,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,2,1,1,1,1,1,3,3,3,4,1,1,0,0,20,0,10,1,0,2,1,1,2,2
3010782,3,20,11,7,42,4,34,0,0,2,2,2,12,12,1,1,1,1,12,16,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,2,2,2,2,3,2,4,4,4,2,1,1,16,0,35,0,0,1,0,2,2,1,2,2
5034718,3,10,4,7,8,1,2,4,0,1,2,2,2,2,0,0,0,0,4,12,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,6,1,0,0,0,2,0,1,1,1,3
2110626,3,10,5,1,10,0,3,1,1,2,1,1,2,1,0,0,0,0,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,1,1,5,0,1,1,1,0,1,1,1,2
7819273,3,3,1,7,10,4,9,1,0,1,2,2,2,2,0,0,0,0,4,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,14,0,0,1,0,2,2,1,1,2
9260712,3,5,2,1,8,2,3,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,4,2,10,0,0,0,0,2,2,1,1,2
6679822,3,7,4,7,5,2,4,0,4,2,0,0,2,2,0,0,2,2,0,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,10,0,0,0,1,2,1,1,1,2
6098139,2,1,1,8,5,0,5,0,0,2,1,1,1,1,0,0,0,0,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,1,1,0,1,0,1,0,1,1,2,2
4580223,3,6,3,3,6,2,3,0,2,1,2,2,2,2,1,0,1,0,2,0,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,10,0,10,1,0,1,1,1,2,2
6848299,2,1,2,1,15,9,21,0,0,1,11,11,9,9,2,2,2,2,10,9,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,3,3,3,1,1,9,3,0,14,858,2,1,0,2,0,1,1,2
3080682,3,2,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,1,1,0,0,1,2,2
9215213,2,0,1,1,0,9,4,0,0,1,3,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,1,1,0,2,2,1,2,3
4503475,3,1,1,1,5,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,0,1,0,0,1,1,2
6443668,2,1,1,1,5,1,5,0,0,1,1,1,1,1,0,0,0,0,1,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,2,2,2
4675618,3,2,1,1,5,5,5,0,0,1,2,2,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,1,2,2,1,2
4839496,3,2,1,5,5,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,1,1,4,1,10,0,10,0,0,1,2,1,2,2
9481347,2,1,1,1,22,5,12,0,0,1,4,4,3,3,1,1,1,1,12,3,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,5,1500,0,0,0,1,1,1,1,2
2226222,3,4,0,5,5,0,0,0,0,2,1,1,1,1,0,0,0,0,3,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,2,2,1,0,0,1,1,0,1,1,2,2
4189045,3,4,2,2,5,4,4,0,0,2,1,1,1,1,4,4,6,6,5,7,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,1,0,0,1,2,2
5126990,2,6,6,7,10,1,10,0,0,2,1,1,1,1,0,0,0,0,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0,0,0,0,1,1,1,2,3
3902366,3,5,2,1,5,0,2,1,0,2,0,0,2,2,1,1,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,1,1,1,0,1,1,2,2
2218982,3,2,1,1,5,0,4,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,3,1,0,0,1,1,0,0,1,2,2
5970242,1,2,2,1,32,2,32,0,0,1,5,5,4,4,2,1,1,0,5,10,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,0,0,1,1,2,2
2444992,3,13,8,1,13,6,12,0,5,1,2,2,2,2,1,1,0,0,4,4,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,2,2,1,2,1,4,4,4,1,1,1,3,0,20,0,1,1,0,2,1,1,2,2
8371676,2,4,5,2,6,0,3,2,0,2,1,1,1,1,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0,0,0,0,1,2,1,2,2
9142869,3,4,1,7,5,0,0,2,1,2,3,2,3,3,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,2,1,0,0,0,0,0,1,1,2,2
1892389,3,5,3,1,7,7,7,0,0,1,0,0,4,4,0,0,0,0,0,7,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,4,14,0,0,0,0,2,2,1,1,2
2610339,4,5,2,1,5,0,1,0,2,2,0,0,1,1,0,0,1,1,0,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,2,2,0,0,0,1,0,1,1,2,2
5368659,3,3,1,1,5,0,2,0,0,2,1,1,1,1,0,0,0,0,6,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,1,0,1,0,1,1,2,2
